county,precinct,office,district,party,candidate,mail_votes,early_votes,poll_votes,total_votes
Grand,2081325007,State Senate,8,REP,Randy L. Baumgardner,161,11,58,230
Grand,2081325007,State Senate,8,LBT,Sacha L. Weis,22,1,11,34
Grand,2081325007,State Senate,8,Voters,Over Vote,0,0,0,0
Grand,2081325007,State Senate,8,Voters,Under Vote,30,1,20,51
Grand,2081325007,State Senate,8,Voters,Number of Ballots,495,38,206,739
Grand,2081325007,State House,13,REP,Adam Ochs,155,9,54,218
Grand,2081325007,State House,13,DEM,Claire Levy,283,25,109,417
Grand,2081325007,State House,13,LBT,Howard P Lambert,25,3,16,44
Grand,2081325007,State House,13,Voters,Over Vote,0,0,0,0
Grand,2081325007,State House,13,Voters,Under Vote,32,1,27,60
Grand,2081325007,State House,13,Voters,Number of Ballots,495,38,206,739
Grand,2081325008,State Senate,8,DEM,Emily Tracy,108,32,28,168
Grand,2081325008,State Senate,8,REP,Randy L. Baumgardner,200,68,56,324
Grand,2081325008,State Senate,8,LBT,Sacha L. Weis,21,3,7,31
Grand,2081325008,State Senate,8,Voters,Over Vote,0,0,0,0
Grand,2081325008,State Senate,8,Voters,Under Vote,21,1,3,25
Grand,2081325008,State Senate,8,Voters,Number of Ballots,350,104,94,548
Grand,2081325008,State House,13,REP,Adam Ochs,199,66,46,311
Grand,2081325008,State House,13,DEM,Claire Levy,94,22,31,147
Grand,2081325008,State House,13,LBT,Howard P Lambert,17,8,8,33
Grand,2081325008,State House,13,Voters,Over Vote,0,0,0,0
Grand,2081325008,State House,13,Voters,Under Vote,40,8,9,57
Grand,2081325008,State House,13,Voters,Number of Ballots,350,104,94,548
Grand,2081325009,State Senate,8,DEM,Emily Tracy,160,16,89,265
Grand,2081325009,State Senate,8,REP,Randy L. Baumgardner,100,5,61,166
Grand,2081325009,State Senate,8,LBT,Sacha L. Weis,15,1,7,23
Grand,2081325009,State Senate,8,Voters,Over Vote,0,0,0,0
Grand,2081325009,State Senate,8,Voters,Under Vote,18,0,11,29
Grand,2081325009,State Senate,8,Voters,Number of Ballots,293,22,168,483
Grand,2081325009,State House,13,REP,Adam Ochs,98,5,49,152
Grand,2081325009,State House,13,DEM,Claire Levy,156,14,95,265
Grand,2081325009,State House,13,LBT,Howard P Lambert,15,2,7,24
Grand,2081325009,State House,13,Voters,Over Vote,0,0,0,0
Grand,2081325009,State House,13,Voters,Under Vote,24,1,17,42
Grand,2081325009,State House,13,Voters,Number of Ballots,293,22,168,483
Grand,2081325010,State Senate,8,DEM,Emily Tracy,180,14,41,235
Grand,2081325010,State Senate,8,REP,Randy L. Baumgardner,266,30,73,369
Grand,2081325010,State Senate,8,LBT,Sacha L. Weis,10,1,2,13
Grand,2081325010,State Senate,8,Voters,Over Vote,0,0,0,0
Grand,2081325010,State Senate,8,Voters,Under Vote,22,0,2,24
Grand,2081325010,State Senate,8,Voters,Number of Ballots,478,45,118,641
Grand,2081325010,State House,13,REP,Adam Ochs,253,29,65,347
Grand,2081325010,State House,13,DEM,Claire Levy,183,13,44,240
Grand,2081325010,State House,13,LBT,Howard P Lambert,11,2,5,18
Grand,2081325010,State House,13,Voters,Over Vote,0,0,0,0
Grand,2081325010,State House,13,Voters,Under Vote,31,1,4,36
Grand,2081325010,State House,13,Voters,Number of Ballots,478,45,118,641
Grand,2081325011,State Senate,8,DEM,Emily Tracy,173,19,56,248
Grand,2081325011,State Senate,8,REP,Randy L. Baumgardner,126,14,54,194
Grand,2081325011,State Senate,8,LBT,Sacha L. Weis,26,0,9,35
Grand,2081325011,State Senate,8,Voters,Over Vote,0,0,0,0
Grand,2081325011,State Senate,8,Voters,Under Vote,19,1,9,29
Grand,2081325011,State Senate,8,Voters,Number of Ballots,344,34,128,506
Grand,2081325011,State House,13,REP,Adam Ochs,124,13,49,186
Grand,2081325011,State House,13,DEM,Claire Levy,172,18,57,247
Grand,2081325011,State House,13,LBT,Howard P Lambert,19,0,12,31
Grand,2081325011,State House,13,Voters,Over Vote,0,0,0,0
Grand,2081325011,State House,13,Voters,Under Vote,29,3,10,42
Grand,2081325011,State House,13,Voters,Number of Ballots,344,34,128,506
Grand,2081325012,State Senate,8,DEM,Emily Tracy,225,16,65,306
Grand,2081325012,State Senate,8,REP,Randy L. Baumgardner,288,16,88,392
Grand,2081325012,State Senate,8,LBT,Sacha L. Weis,17,4,7,28
Grand,2081325012,State Senate,8,Voters,Over Vote,0,0,0,0
Grand,2081325012,State Senate,8,Voters,Under Vote,27,0,19,46
Grand,2081325012,State Senate,8,Voters,Number of Ballots,557,36,179,772
Grand,2081325012,State House,13,REP,Adam Ochs,276,15,77,368
Grand,2081325012,State House,13,DEM,Claire Levy,226,17,69,312
Grand,2081325012,State House,13,LBT,Howard P Lambert,13,2,11,26
Grand,2081325012,State House,13,Voters,Over Vote,0,0,0,0
Grand,2081325012,State House,13,Voters,Under Vote,42,2,22,66
Grand,2081325012,State House,13,Voters,Number of Ballots,557,36,179,772
Grand,Prov,State Senate,8,DEM,Emily Tracy,,,62,"3,225"
Grand,Prov,State Senate,8,REP,Randy L. Baumgardner,,,69,"4,224"
Grand,Prov,State Senate,8,LBT,Sacha L. Weis,,,10,356
Grand,Prov,State Senate,8,Voters,Over Vote,,,0,0
Grand,Prov,State Senate,8,Voters,Under Vote,,,25,465
Grand,Prov,State Senate,8,Voters,Number of Ballots,,,166,"8,270"
Grand,Prov,State House,13,REP,Adam Ochs,,,58,"3,955"
Grand,Prov,State House,13,DEM,Claire Levy,,,64,"3,239"
Grand,Prov,State House,13,LBT,Howard P Lambert,,,15,393
Grand,Prov,State House,13,Voters,Over Vote,,,0,0
Grand,Prov,State House,13,Voters,Under Vote,,,29,683
Grand,Prov,State House,13,Voters,Number of Ballots,,,166,"8,270"
