State	Year	Election Type	County	Office	Candidate	Party	Votes
Colorado	2014	P	Park	Governor	Scott Gessler	Republican Party	493
Colorado	2014	P	Phillips	Governor	Scott Gessler	Republican Party	129
Colorado	2014	P	Pitkin	Governor	Scott Gessler	Republican Party	133
Colorado	2014	P	Prowers	Governor	Scott Gessler	Republican Party	320
Colorado	2014	P	Pueblo	Governor	Scott Gessler	Republican Party	"3,898"
Colorado	2014	P	Rio Blanco	Governor	Scott Gessler	Republican Party	267
Colorado	2014	P	Rio Grande	Governor	Scott Gessler	Republican Party	376
Colorado	2014	P	Routt	Governor	Scott Gessler	Republican Party	424
Colorado	2014	P	Saguache	Governor	Scott Gessler	Republican Party	87
Colorado	2014	P	San Juan	Governor	Scott Gessler	Republican Party	7
Colorado	2014	P	San Miguel	Governor	Scott Gessler	Republican Party	36
Colorado	2014	P	Sedgwick	Governor	Scott Gessler	Republican Party	96
Colorado	2014	P	Summit	Governor	Scott Gessler	Republican Party	363
Colorado	2014	P	Teller	Governor	Scott Gessler	Republican Party	985
Colorado	2014	P	Washington	Governor	Scott Gessler	Republican Party	197
Colorado	2014	P	Weld	Governor	Scott Gessler	Republican Party	"3,998"
Colorado	2014	P	Yuma	Governor	Scott Gessler	Republican Party	185
Colorado	2014	P	Adams	Governor	Tom Tancredo	Republican Party	"6,355"
Colorado	2014	P	Alamosa	Governor	Tom Tancredo	Republican Party	255
Colorado	2014	P	Arapahoe	Governor	Tom Tancredo	Republican Party	"11,916"
Colorado	2014	P	Archuleta	Governor	Tom Tancredo	Republican Party	561
Colorado	2014	P	Baca	Governor	Tom Tancredo	Republican Party	134
Colorado	2014	P	Bent	Governor	Tom Tancredo	Republican Party	87
Colorado	2014	P	Boulder	Governor	Tom Tancredo	Republican Party	"3,415"
Colorado	2014	P	Broomfield	Governor	Tom Tancredo	Republican Party	"1,165"
Colorado	2014	P	Chaffee	Governor	Tom Tancredo	Republican Party	691
Colorado	2014	P	Cheyenne	Governor	Tom Tancredo	Republican Party	161
Colorado	2014	P	Clear Creek	Governor	Tom Tancredo	Republican Party	271
Colorado	2014	P	Conejos	Governor	Tom Tancredo	Republican Party	205
Colorado	2014	P	Costilla	Governor	Tom Tancredo	Republican Party	39
Colorado	2014	P	Crowley	Governor	Tom Tancredo	Republican Party	112
Colorado	2014	P	Custer	Governor	Tom Tancredo	Republican Party	328
Colorado	2014	P	Delta	Governor	Tom Tancredo	Republican Party	894
Colorado	2014	P	Denver	Governor	Tom Tancredo	Republican Party	"5,205"
Colorado	2014	P	Dolores	Governor	Tom Tancredo	Republican Party	66
Colorado	2014	P	Douglas	Governor	Tom Tancredo	Republican Party	"8,713"
Colorado	2014	P	Eagle	Governor	Tom Tancredo	Republican Party	520
Colorado	2014	P	El Paso	Governor	Tom Tancredo	Republican Party	"11,724"
Colorado	2014	P	Elbert	Governor	Tom Tancredo	Republican Party	"1,355"
Colorado	2014	P	Fremont	Governor	Tom Tancredo	Republican Party	"1,194"
Colorado	2014	P	Garfield	Governor	Tom Tancredo	Republican Party	846
Colorado	2014	P	Gilpin	Governor	Tom Tancredo	Republican Party	213
Colorado	2014	P	Grand	Governor	Tom Tancredo	Republican Party	662
Colorado	2014	P	Gunnison	Governor	Tom Tancredo	Republican Party	210
Colorado	2014	P	Hinsdale	Governor	Tom Tancredo	Republican Party	30
Colorado	2014	P	Huerfano	Governor	Tom Tancredo	Republican Party	118
Colorado	2014	P	Jackson	Governor	Tom Tancredo	Republican Party	94
Colorado	2014	P	Jefferson	Governor	Tom Tancredo	Republican Party	"14,643"
Colorado	2014	P	Kiowa	Governor	Tom Tancredo	Republican Party	63
Colorado	2014	P	Kit Carson	Governor	Tom Tancredo	Republican Party	445
Colorado	2014	P	La Plata	Governor	Tom Tancredo	Republican Party	749
Colorado	2014	P	Lake	Governor	Tom Tancredo	Republican Party	108
Colorado	2014	P	Larimer	Governor	Tom Tancredo	Republican Party	"7,671"
Colorado	2014	P	Las Animas	Governor	Tom Tancredo	Republican Party	192
Colorado	2014	P	Lincoln	Governor	Tom Tancredo	Republican Party	281
Colorado	2014	P	Logan	Governor	Tom Tancredo	Republican Party	643
Colorado	2014	P	Mesa	Governor	Tom Tancredo	Republican Party	"3,473"
Colorado	2014	P	Mineral	Governor	Tom Tancredo	Republican Party	33
Colorado	2014	P	Moffat	Governor	Tom Tancredo	Republican Party	642
Colorado	2014	P	Montezuma	Governor	Tom Tancredo	Republican Party	925
Colorado	2014	P	Montrose	Governor	Tom Tancredo	Republican Party	"1,003"
Colorado	2014	P	Morgan	Governor	Tom Tancredo	Republican Party	698
Colorado	2014	P	Otero	Governor	Tom Tancredo	Republican Party	309
Colorado	2014	P	Ouray	Governor	Tom Tancredo	Republican Party	138
Colorado	2014	P	Park	Governor	Tom Tancredo	Republican Party	910
Colorado	2014	P	Phillips	Governor	Tom Tancredo	Republican Party	190
Colorado	2014	P	Pitkin	Governor	Tom Tancredo	Republican Party	107
Colorado	2014	P	Prowers	Governor	Tom Tancredo	Republican Party	394
Colorado	2014	P	Pueblo	Governor	Tom Tancredo	Republican Party	"1,616"
Colorado	2014	P	Rio Blanco	Governor	Tom Tancredo	Republican Party	423
Colorado	2014	P	Rio Grande	Governor	Tom Tancredo	Republican Party	414
Colorado	2014	P	Routt	Governor	Tom Tancredo	Republican Party	358
Colorado	2014	P	Saguache	Governor	Tom Tancredo	Republican Party	117
Colorado	2014	P	San Juan	Governor	Tom Tancredo	Republican Party	13
Colorado	2014	P	San Miguel	Governor	Tom Tancredo	Republican Party	57
Colorado	2014	P	Sedgwick	Governor	Tom Tancredo	Republican Party	204
Colorado	2014	P	Summit	Governor	Tom Tancredo	Republican Party	313
Colorado	2014	P	Teller	Governor	Tom Tancredo	Republican Party	681
Colorado	2014	P	Washington	Governor	Tom Tancredo	Republican Party	403
Colorado	2014	P	Weld	Governor	Tom Tancredo	Republican Party	"6,680"
Colorado	2014	P	Yuma	Governor	Tom Tancredo	Republican Party	395
Colorado	2014	P	Boulder	Regent Of The University Of Colorado - District 2	Linda Shoemaker	Democratic Party	"14,825"
Colorado	2014	P	Broomfield	Regent Of The University Of Colorado - District 2	Linda Shoemaker	Democratic Party	"2,608"
Colorado	2014	P	Clear Creek	Regent Of The University Of Colorado - District 2	Linda Shoemaker	Democratic Party	497
Colorado	2014	P	Eagle	Regent Of The University Of Colorado - District 2	Linda Shoemaker	Democratic Party	309
Colorado	2014	P	Gilpin	Regent Of The University Of Colorado - District 2	Linda Shoemaker	Democratic Party	246
Colorado	2014	P	Grand	Regent Of The University Of Colorado - District 2	Linda Shoemaker	Democratic Party	456
Colorado	2014	P	Jefferson	Regent Of The University Of Colorado - District 2	Linda Shoemaker	Democratic Party	"3,295"
Colorado	2014	P	Larimer	Regent Of The University Of Colorado - District 2	Linda Shoemaker	Democratic Party	"12,338"
Colorado	2014	P	Park	Regent Of The University Of Colorado - District 2	Linda Shoemaker	Democratic Party	253
Colorado	2014	P	Summit	Regent Of The University Of Colorado - District 2	Linda Shoemaker	Democratic Party	795
Colorado	2014	P	Boulder	Regent Of The University Of Colorado - District 2	Kim McGahey	Republican Party	"6,477"
Colorado	2014	P	Broomfield	Regent Of The University Of Colorado - District 2	Kim McGahey	Republican Party	"3,999"
Colorado	2014	P	Clear Creek	Regent Of The University Of Colorado - District 2	Kim McGahey	Republican Party	598
Colorado	2014	P	Eagle	Regent Of The University Of Colorado - District 2	Kim McGahey	Republican Party	267
Colorado	2014	P	Gilpin	Regent Of The University Of Colorado - District 2	Kim McGahey	Republican Party	399
Colorado	2014	P	Grand	Regent Of The University Of Colorado - District 2	Kim McGahey	Republican Party	"1,342"
Colorado	2014	P	Jefferson	Regent Of The University Of Colorado - District 2	Kim McGahey	Republican Party	"6,687"
Colorado	2014	P	Larimer	Regent Of The University Of Colorado - District 2	Kim McGahey	Republican Party	"21,784"
Colorado	2014	P	Park	Regent Of The University Of Colorado - District 2	Kim McGahey	Republican Party	887
Colorado	2014	P	Summit	Regent Of The University Of Colorado - District 2	Kim McGahey	Republican Party	965
Colorado	2014	P	Adams	Regent Of The University Of Colorado - District 6	Naquetta Ricks	Democratic Party	"2,979"
Colorado	2014	P	Arapahoe	Regent Of The University Of Colorado - District 6	Naquetta Ricks	Democratic Party	"18,049"
Colorado	2014	P	Douglas	Regent Of The University Of Colorado - District 6	Naquetta Ricks	Democratic Party	"2,985"
Colorado	2014	P	Adams	Regent Of The University Of Colorado - District 6	John Carson	Republican Party	"4,120"
Colorado	2014	P	Arapahoe	Regent Of The University Of Colorado - District 6	John Carson	Republican Party	"30,218"
Colorado	2014	P	Douglas	Regent Of The University Of Colorado - District 6	John Carson	Republican Party	"8,182"
Colorado	2014	P	Adams	Regent Of The University Of Colorado - District 7	Irene Griego	Democratic Party	"11,459"
Colorado	2014	P	Jefferson	Regent Of The University Of Colorado - District 7	Irene Griego	Democratic Party	"17,544"
Colorado	2014	P	Adams	Secretary Of State	Amanda Campbell	American Constitution Party	71
Colorado	2014	P	Alamosa	Secretary Of State	Amanda Campbell	American Constitution Party	4
Colorado	2014	P	Arapahoe	Secretary Of State	Amanda Campbell	American Constitution Party	70
Colorado	2014	P	Archuleta	Secretary Of State	Amanda Campbell	American Constitution Party	4
Colorado	2014	P	Baca	Secretary Of State	Amanda Campbell	American Constitution Party	1
Colorado	2014	P	Bent	Secretary Of State	Amanda Campbell	American Constitution Party	7
Colorado	2014	P	Boulder	Secretary Of State	Amanda Campbell	American Constitution Party	28
Colorado	2014	P	Broomfield	Secretary Of State	Amanda Campbell	American Constitution Party	5
Colorado	2014	P	Chaffee	Secretary Of State	Amanda Campbell	American Constitution Party	4
Colorado	2014	P	Cheyenne	Secretary Of State	Amanda Campbell	American Constitution Party	0
Colorado	2014	P	Clear Creek	Secretary Of State	Amanda Campbell	American Constitution Party	2
Colorado	2014	P	Conejos	Secretary Of State	Amanda Campbell	American Constitution Party	0
Colorado	2014	P	Costilla	Secretary Of State	Amanda Campbell	American Constitution Party	0
Colorado	2014	P	Crowley	Secretary Of State	Amanda Campbell	American Constitution Party	1
Colorado	2014	P	Custer	Secretary Of State	Amanda Campbell	American Constitution Party	1
Colorado	2014	P	Delta	Secretary Of State	Amanda Campbell	American Constitution Party	9
Colorado	2014	P	Denver	Secretary Of State	Amanda Campbell	American Constitution Party	89
Colorado	2014	P	Dolores	Secretary Of State	Amanda Campbell	American Constitution Party	0
Colorado	2014	P	Douglas	Secretary Of State	Amanda Campbell	American Constitution Party	49
Colorado	2014	P	Eagle	Secretary Of State	Amanda Campbell	American Constitution Party	7
Colorado	2014	P	El Paso	Secretary Of State	Amanda Campbell	American Constitution Party	125
Colorado	2014	P	Elbert	Secretary Of State	Amanda Campbell	American Constitution Party	7
Colorado	2014	P	Fremont	Secretary Of State	Amanda Campbell	American Constitution Party	18
Colorado	2014	P	Garfield	Secretary Of State	Amanda Campbell	American Constitution Party	13
Colorado	2014	P	Gilpin	Secretary Of State	Amanda Campbell	American Constitution Party	4
Colorado	2014	P	Grand	Secretary Of State	Amanda Campbell	American Constitution Party	0
Colorado	2014	P	Gunnison	Secretary Of State	Amanda Campbell	American Constitution Party	2
Colorado	2014	P	Hinsdale	Secretary Of State	Amanda Campbell	American Constitution Party	0
Colorado	2014	P	Huerfano	Secretary Of State	Amanda Campbell	American Constitution Party	2
Colorado	2014	P	Jackson	Secretary Of State	Amanda Campbell	American Constitution Party	0
Colorado	2014	P	Jefferson	Secretary Of State	Amanda Campbell	American Constitution Party	83
Colorado	2014	P	Kiowa	Secretary Of State	Amanda Campbell	American Constitution Party	0
Colorado	2014	P	Kit Carson	Secretary Of State	Amanda Campbell	American Constitution Party	1
Colorado	2014	P	La Plata	Secretary Of State	Amanda Campbell	American Constitution Party	12
Colorado	2014	P	Lake	Secretary Of State	Amanda Campbell	American Constitution Party	4
Colorado	2014	P	Larimer	Secretary Of State	Amanda Campbell	American Constitution Party	62
Colorado	2014	P	Las Animas	Secretary Of State	Amanda Campbell	American Constitution Party	6
Colorado	2014	P	Lincoln	Secretary Of State	Amanda Campbell	American Constitution Party	0
Colorado	2014	P	Logan	Secretary Of State	Amanda Campbell	American Constitution Party	4
Colorado	2014	P	Mesa	Secretary Of State	Amanda Campbell	American Constitution Party	38
Colorado	2014	P	Mineral	Secretary Of State	Amanda Campbell	American Constitution Party	1
Colorado	2014	P	Moffat	Secretary Of State	Amanda Campbell	American Constitution Party	5
Colorado	2014	P	Montezuma	Secretary Of State	Amanda Campbell	American Constitution Party	1
Colorado	2014	P	Montrose	Secretary Of State	Amanda Campbell	American Constitution Party	11
Colorado	2014	P	Morgan	Secretary Of State	Amanda Campbell	American Constitution Party	6
Colorado	2014	P	Otero	Secretary Of State	Amanda Campbell	American Constitution Party	3
Colorado	2014	P	Ouray	Secretary Of State	Amanda Campbell	American Constitution Party	0
Colorado	2014	P	Park	Secretary Of State	Amanda Campbell	American Constitution Party	8
Colorado	2014	P	Phillips	Secretary Of State	Amanda Campbell	American Constitution Party	0
Colorado	2014	P	Pitkin	Secretary Of State	Amanda Campbell	American Constitution Party	1
Colorado	2014	P	Prowers	Secretary Of State	Amanda Campbell	American Constitution Party	4
Colorado	2014	P	Pueblo	Secretary Of State	Amanda Campbell	American Constitution Party	47
Colorado	2014	P	Rio Blanco	Secretary Of State	Amanda Campbell	American Constitution Party	2
Colorado	2014	P	Rio Grande	Secretary Of State	Amanda Campbell	American Constitution Party	1
Colorado	2014	P	Routt	Secretary Of State	Amanda Campbell	American Constitution Party	3
Colorado	2014	P	Saguache	Secretary Of State	Amanda Campbell	American Constitution Party	1
Colorado	2014	P	San Juan	Secretary Of State	Amanda Campbell	American Constitution Party	0
Colorado	2014	P	San Miguel	Secretary Of State	Amanda Campbell	American Constitution Party	1
Colorado	2014	P	Sedgwick	Secretary Of State	Amanda Campbell	American Constitution Party	0
Colorado	2014	P	Summit	Secretary Of State	Amanda Campbell	American Constitution Party	1
Colorado	2014	P	Teller	Secretary Of State	Amanda Campbell	American Constitution Party	9
Colorado	2014	P	Washington	Secretary Of State	Amanda Campbell	American Constitution Party	2
Colorado	2014	P	Weld	Secretary Of State	Amanda Campbell	American Constitution Party	82
Colorado	2014	P	Yuma	Secretary Of State	Amanda Campbell	American Constitution Party	3
Colorado	2014	P	Adams	Secretary Of State	Joe Neguse	Democratic Party	"14,414"
Colorado	2014	P	Alamosa	Secretary Of State	Joe Neguse	Democratic Party	667
Colorado	2014	P	Arapahoe	Secretary Of State	Joe Neguse	Democratic Party	"20,489"
Colorado	2014	P	Archuleta	Secretary Of State	Joe Neguse	Democratic Party	446
Colorado	2014	P	Baca	Secretary Of State	Joe Neguse	Democratic Party	204
Colorado	2014	P	Bent	Secretary Of State	Joe Neguse	Democratic Party	230
Colorado	2014	P	Boulder	Secretary Of State	Joe Neguse	Democratic Party	"19,475"
Colorado	2014	P	Broomfield	Secretary Of State	Joe Neguse	Democratic Party	"2,592"
Colorado	2014	P	Chaffee	Secretary Of State	Joe Neguse	Democratic Party	901
Colorado	2014	P	Cheyenne	Secretary Of State	Joe Neguse	Democratic Party	34
Colorado	2014	P	Clear Creek	Secretary Of State	Joe Neguse	Democratic Party	504
Colorado	2014	P	Conejos	Secretary Of State	Joe Neguse	Democratic Party	681
Colorado	2014	P	Costilla	Secretary Of State	Joe Neguse	Democratic Party	690
Colorado	2014	P	Crowley	Secretary Of State	Joe Neguse	Democratic Party	124
Colorado	2014	P	Custer	Secretary Of State	Joe Neguse	Democratic Party	170
Colorado	2014	P	Delta	Secretary Of State	Joe Neguse	Democratic Party	838
Colorado	2014	P	Denver	Secretary Of State	Joe Neguse	Democratic Party	"35,579"
Colorado	2014	P	Dolores	Secretary Of State	Joe Neguse	Democratic Party	80
Colorado	2014	P	Douglas	Secretary Of State	Joe Neguse	Democratic Party	"7,530"
Colorado	2014	P	Eagle	Secretary Of State	Joe Neguse	Democratic Party	"1,251"
Colorado	2014	P	El Paso	Secretary Of State	Joe Neguse	Democratic Party	"14,083"
Colorado	2014	P	Elbert	Secretary Of State	Joe Neguse	Democratic Party	493
Colorado	2014	P	Fremont	Secretary Of State	Joe Neguse	Democratic Party	"1,353"
Colorado	2014	P	Garfield	Secretary Of State	Joe Neguse	Democratic Party	"1,346"
Colorado	2014	P	Gilpin	Secretary Of State	Joe Neguse	Democratic Party	260
Colorado	2014	P	Grand	Secretary Of State	Joe Neguse	Democratic Party	455
Colorado	2014	P	Gunnison	Secretary Of State	Joe Neguse	Democratic Party	594
Colorado	2014	P	Hinsdale	Secretary Of State	Joe Neguse	Democratic Party	28
Colorado	2014	P	Huerfano	Secretary Of State	Joe Neguse	Democratic Party	750
Colorado	2014	P	Jackson	Secretary Of State	Joe Neguse	Democratic Party	36
Colorado	2014	P	Jefferson	Secretary Of State	Joe Neguse	Democratic Party	"23,329"
Colorado	2014	P	Kiowa	Secretary Of State	Joe Neguse	Democratic Party	44
Colorado	2014	P	Kit Carson	Secretary Of State	Joe Neguse	Democratic Party	173
Colorado	2014	P	La Plata	Secretary Of State	Joe Neguse	Democratic Party	"2,058"
Colorado	2014	P	Lake	Secretary Of State	Joe Neguse	Democratic Party	426
Colorado	2014	P	Larimer	Secretary Of State	Joe Neguse	Democratic Party	"12,187"
Colorado	2014	P	Las Animas	Secretary Of State	Joe Neguse	Democratic Party	"1,156"
Colorado	2014	P	Lincoln	Secretary Of State	Joe Neguse	Democratic Party	130
Colorado	2014	P	Logan	Secretary Of State	Joe Neguse	Democratic Party	579
Colorado	2014	P	Mesa	Secretary Of State	Joe Neguse	Democratic Party	"4,283"
Colorado	2014	P	Mineral	Secretary Of State	Joe Neguse	Democratic Party	80
Colorado	2014	P	Moffat	Secretary Of State	Joe Neguse	Democratic Party	198
Colorado	2014	P	Montezuma	Secretary Of State	Joe Neguse	Democratic Party	788
Colorado	2014	P	Montrose	Secretary Of State	Joe Neguse	Democratic Party	"1,101"
Colorado	2014	P	Morgan	Secretary Of State	Joe Neguse	Democratic Party	724
Colorado	2014	P	Otero	Secretary Of State	Joe Neguse	Democratic Party	780
Colorado	2014	P	Ouray	Secretary Of State	Joe Neguse	Democratic Party	265
Colorado	2014	P	Park	Secretary Of State	Joe Neguse	Democratic Party	511
Colorado	2014	P	Phillips	Secretary Of State	Joe Neguse	Democratic Party	129
Colorado	2014	P	Pitkin	Secretary Of State	Joe Neguse	Democratic Party	693
Colorado	2014	P	Prowers	Secretary Of State	Joe Neguse	Democratic Party	306
Colorado	2014	P	Pueblo	Secretary Of State	Joe Neguse	Democratic Party	"9,615"
Colorado	2014	P	Rio Blanco	Secretary Of State	Joe Neguse	Democratic Party	87
Colorado	2014	P	Rio Grande	Secretary Of State	Joe Neguse	Democratic Party	599
Colorado	2014	P	Routt	Secretary Of State	Joe Neguse	Democratic Party	702
Colorado	2014	P	Saguache	Secretary Of State	Joe Neguse	Democratic Party	426
Colorado	2014	P	San Juan	Secretary Of State	Joe Neguse	Democratic Party	42
Colorado	2014	P	San Miguel	Secretary Of State	Joe Neguse	Democratic Party	259
Colorado	2014	P	Sedgwick	Secretary Of State	Joe Neguse	Democratic Party	88
Colorado	2014	P	Summit	Secretary Of State	Joe Neguse	Democratic Party	828
Colorado	2014	P	Teller	Secretary Of State	Joe Neguse	Democratic Party	711
Colorado	2014	P	Washington	Secretary Of State	Joe Neguse	Democratic Party	80
Colorado	2014	P	Weld	Secretary Of State	Joe Neguse	Democratic Party	"6,028"
Colorado	2014	P	Yuma	Secretary Of State	Joe Neguse	Democratic Party	249
Colorado	2014	P	Adams	Secretary Of State	Wayne W. Williams	Republican Party	"15,402"
Colorado	2014	P	Alamosa	Secretary Of State	Wayne W. Williams	Republican Party	725
Colorado	2014	P	Arapahoe	Secretary Of State	Wayne W. Williams	Republican Party	"33,952"
Colorado	2014	P	Archuleta	Secretary Of State	Wayne W. Williams	Republican Party	"1,544"
Colorado	2014	P	Baca	Secretary Of State	Wayne W. Williams	Republican Party	479
Colorado	2014	P	Bent	Secretary Of State	Wayne W. Williams	Republican Party	422
Colorado	2014	P	Boulder	Secretary Of State	Wayne W. Williams	Republican Party	"11,660"
Colorado	2014	P	Broomfield	Secretary Of State	Wayne W. Williams	Republican Party	"4,036"
Colorado	2014	P	Chaffee	Secretary Of State	Wayne W. Williams	Republican Party	"1,684"
Colorado	2014	P	Cheyenne	Secretary Of State	Wayne W. Williams	Republican Party	360
Colorado	2014	P	Clear Creek	Secretary Of State	Wayne W. Williams	Republican Party	617
Colorado	2014	P	Conejos	Secretary Of State	Wayne W. Williams	Republican Party	504
Colorado	2014	P	Costilla	Secretary Of State	Wayne W. Williams	Republican Party	122
Colorado	2014	P	Crowley	Secretary Of State	Wayne W. Williams	Republican Party	475
Colorado	2014	P	Custer	Secretary Of State	Wayne W. Williams	Republican Party	"1,076"
Colorado	2014	P	Delta	Secretary Of State	Wayne W. Williams	Republican Party	"3,048"
Colorado	2014	P	Denver	Secretary Of State	Wayne W. Williams	Republican Party	"14,897"
Colorado	2014	P	Dolores	Secretary Of State	Wayne W. Williams	Republican Party	191
Colorado	2014	P	Douglas	Secretary Of State	Wayne W. Williams	Republican Party	"27,540"
Colorado	2014	P	Eagle	Secretary Of State	Wayne W. Williams	Republican Party	"1,562"
Colorado	2014	P	El Paso	Secretary Of State	Wayne W. Williams	Republican Party	"51,883"
Colorado	2014	P	Elbert	Secretary Of State	Wayne W. Williams	Republican Party	"3,348"
Colorado	2014	P	Fremont	Secretary Of State	Wayne W. Williams	Republican Party	"4,482"
Colorado	2014	P	Garfield	Secretary Of State	Wayne W. Williams	Republican Party	"2,591"
Colorado	2014	P	Gilpin	Secretary Of State	Wayne W. Williams	Republican Party	419
Colorado	2014	P	Grand	Secretary Of State	Wayne W. Williams	Republican Party	"1,394"
Colorado	2014	P	Gunnison	Secretary Of State	Wayne W. Williams	Republican Party	629
Colorado	2014	P	Hinsdale	Secretary Of State	Wayne W. Williams	Republican Party	148
Colorado	2014	P	Huerfano	Secretary Of State	Wayne W. Williams	Republican Party	449
Colorado	2014	P	Jackson	Secretary Of State	Wayne W. Williams	Republican Party	290
Colorado	2014	P	Jefferson	Secretary Of State	Wayne W. Williams	Republican Party	"38,019"
Colorado	2014	P	Kiowa	Secretary Of State	Wayne W. Williams	Republican Party	211
Colorado	2014	P	Kit Carson	Secretary Of State	Wayne W. Williams	Republican Party	"1,111"
Colorado	2014	P	La Plata	Secretary Of State	Wayne W. Williams	Republican Party	"2,702"
Colorado	2014	P	Lake	Secretary Of State	Wayne W. Williams	Republican Party	223
Colorado	2014	P	Larimer	Secretary Of State	Wayne W. Williams	Republican Party	"22,054"
Colorado	2014	P	Las Animas	Secretary Of State	Wayne W. Williams	Republican Party	688
Colorado	2014	P	Lincoln	Secretary Of State	Wayne W. Williams	Republican Party	721
Colorado	2014	P	Logan	Secretary Of State	Wayne W. Williams	Republican Party	"1,989"
Colorado	2014	P	Mesa	Secretary Of State	Wayne W. Williams	Republican Party	"12,877"
Colorado	2014	P	Mineral	Secretary Of State	Wayne W. Williams	Republican Party	81
Colorado	2014	P	Moffat	Secretary Of State	Wayne W. Williams	Republican Party	"1,507"
Colorado	2014	P	Montezuma	Secretary Of State	Wayne W. Williams	Republican Party	"2,959"
Colorado	2014	P	Montrose	Secretary Of State	Wayne W. Williams	Republican Party	"3,981"
Colorado	2014	P	Morgan	Secretary Of State	Wayne W. Williams	Republican Party	"2,404"
Colorado	2014	P	Otero	Secretary Of State	Wayne W. Williams	Republican Party	"1,446"
Colorado	2014	P	Ouray	Secretary Of State	Wayne W. Williams	Republican Party	427
Colorado	2014	P	Park	Secretary Of State	Wayne W. Williams	Republican Party	"1,944"
Colorado	2014	P	Phillips	Secretary Of State	Wayne W. Williams	Republican Party	537
Colorado	2014	P	Pitkin	Secretary Of State	Wayne W. Williams	Republican Party	419
Colorado	2014	P	Prowers	Secretary Of State	Wayne W. Williams	Republican Party	"1,214"
Colorado	2014	P	Pueblo	Secretary Of State	Wayne W. Williams	Republican Party	"8,189"
Colorado	2014	P	Rio Blanco	Secretary Of State	Wayne W. Williams	Republican Party	"1,076"
Colorado	2014	P	Rio Grande	Secretary Of State	Wayne W. Williams	Republican Party	"1,159"
Colorado	2014	P	Routt	Secretary Of State	Wayne W. Williams	Republican Party	"1,202"
Colorado	2014	P	Saguache	Secretary Of State	Wayne W. Williams	Republican Party	293
Colorado	2014	P	San Juan	Secretary Of State	Wayne W. Williams	Republican Party	23
Colorado	2014	P	San Miguel	Secretary Of State	Wayne W. Williams	Republican Party	166
Colorado	2014	P	Sedgwick	Secretary Of State	Wayne W. Williams	Republican Party	431
Colorado	2014	P	Summit	Secretary Of State	Wayne W. Williams	Republican Party	975
Colorado	2014	P	Teller	Secretary Of State	Wayne W. Williams	Republican Party	"2,823"
Colorado	2014	P	Washington	Secretary Of State	Wayne W. Williams	Republican Party	"1,162"
Colorado	2014	P	Weld	Secretary Of State	Wayne W. Williams	Republican Party	"19,037"
Colorado	2014	P	Yuma	Secretary Of State	Wayne W. Williams	Republican Party	"1,530"
Colorado	2014	P	Arapahoe	State Board Of Education - District 1	Taggart Hansen	Democratic Party	729
Colorado	2014	P	Denver	State Board Of Education - District 1	Taggart Hansen	Democratic Party	"14,051"
Colorado	2014	P	Jefferson	State Board Of Education - District 1	Taggart Hansen	Democratic Party	"1,011"
Colorado	2014	P	Arapahoe	State Board Of Education - District 1	"Valentina ""Val"" Flores"	Democratic Party	"1,137"
Colorado	2014	P	Denver	State Board Of Education - District 1	"Valentina ""Val"" Flores"	Democratic Party	"20,096"
Colorado	2014	P	Jefferson	State Board Of Education - District 1	"Valentina ""Val"" Flores"	Democratic Party	"1,428"
Colorado	2014	P	Alamosa	State Board Of Education - District 3	Henry C. Roman	Democratic Party	666
Colorado	2014	P	Archuleta	State Board Of Education - District 3	Henry C. Roman	Democratic Party	452
Colorado	2014	P	Conejos	State Board Of Education - District 3	Henry C. Roman	Democratic Party	683
Colorado	2014	P	Costilla	State Board Of Education - District 3	Henry C. Roman	Democratic Party	706
Colorado	2014	P	Custer	State Board Of Education - District 3	Henry C. Roman	Democratic Party	171
Colorado	2014	P	Delta	State Board Of Education - District 3	Henry C. Roman	Democratic Party	835
Colorado	2014	P	Dolores	State Board Of Education - District 3	Henry C. Roman	Democratic Party	76
Colorado	2014	P	Eagle	State Board Of Education - District 3	Henry C. Roman	Democratic Party	907
Colorado	2014	P	Garfield	State Board Of Education - District 3	Henry C. Roman	Democratic Party	"1,324"
Colorado	2014	P	Gunnison	State Board Of Education - District 3	Henry C. Roman	Democratic Party	580
Colorado	2014	P	Hinsdale	State Board Of Education - District 3	Henry C. Roman	Democratic Party	26
Colorado	2014	P	Huerfano	State Board Of Education - District 3	Henry C. Roman	Democratic Party	787
Colorado	2014	P	Jackson	State Board Of Education - District 3	Henry C. Roman	Democratic Party	35
Colorado	2014	P	La Plata	State Board Of Education - District 3	Henry C. Roman	Democratic Party	"2,063"
Colorado	2014	P	Lake	State Board Of Education - District 3	Henry C. Roman	Democratic Party	412
Colorado	2014	P	Mesa	State Board Of Education - District 3	Henry C. Roman	Democratic Party	"4,285"
Colorado	2014	P	Mineral	State Board Of Education - District 3	Henry C. Roman	Democratic Party	80
Colorado	2014	P	Moffat	State Board Of Education - District 3	Henry C. Roman	Democratic Party	197
Colorado	2014	P	Montezuma	State Board Of Education - District 3	Henry C. Roman	Democratic Party	785
Colorado	2014	P	Montrose	State Board Of Education - District 3	Henry C. Roman	Democratic Party	"1,102"
Colorado	2014	P	Ouray	State Board Of Education - District 3	Henry C. Roman	Democratic Party	255
Colorado	2014	P	Pitkin	State Board Of Education - District 3	Henry C. Roman	Democratic Party	677
Colorado	2014	P	Pueblo	State Board Of Education - District 3	Henry C. Roman	Democratic Party	"10,735"
