office,district,party,county,candidate,votes,winner
Governor,,Democratic Party,LAS ANIMAS,Donna Lynne,229,
Governor,,Democratic Party,LINCOLN,Donna Lynne,17,
Governor,,Democratic Party,LOGAN,Donna Lynne,79,
Governor,,Democratic Party,MESA,Donna Lynne,1050,
Governor,,Democratic Party,MINERAL,Donna Lynne,28,
Governor,,Democratic Party,MOFFAT,Donna Lynne,41,
Governor,,Democratic Party,MONTEZUMA,Donna Lynne,256,
Governor,,Democratic Party,MONTROSE,Donna Lynne,277,
Governor,,Democratic Party,MORGAN,Donna Lynne,138,
Governor,,Democratic Party,OTERO,Donna Lynne,155,
Governor,,Democratic Party,OURAY,Donna Lynne,70,
Governor,,Democratic Party,PARK,Donna Lynne,135,
Governor,,Democratic Party,PHILLIPS,Donna Lynne,22,
Governor,,Democratic Party,PITKIN,Donna Lynne,141,
Governor,,Democratic Party,PROWERS,Donna Lynne,58,
Governor,,Democratic Party,PUEBLO,Donna Lynne,1394,
Governor,,Democratic Party,RIO BLANCO,Donna Lynne,17,
Governor,,Democratic Party,RIO GRANDE,Donna Lynne,89,
Governor,,Democratic Party,ROUTT,Donna Lynne,255,
Governor,,Democratic Party,SAGUACHE,Donna Lynne,64,
Governor,,Democratic Party,SAN JUAN,Donna Lynne,12,
Governor,,Democratic Party,SAN MIGUEL,Donna Lynne,106,
Governor,,Democratic Party,SEDGWICK,Donna Lynne,15,
Governor,,Democratic Party,SUMMIT,Donna Lynne,210,
Governor,,Democratic Party,TELLER,Donna Lynne,148,
Governor,,Democratic Party,WASHINGTON,Donna Lynne,19,
Governor,,Democratic Party,WELD,Donna Lynne,1400,
Governor,,Democratic Party,YUMA,Donna Lynne,46,
Governor,,Democratic Party,ADAMS,Mike Johnston,10030,
Governor,,Democratic Party,ALAMOSA,Mike Johnston,333,
Governor,,Democratic Party,ARAPAHOE,Mike Johnston,18692,
Governor,,Democratic Party,ARCHULETA,Mike Johnston,266,
Governor,,Democratic Party,BACA,Mike Johnston,58,
Governor,,Democratic Party,BENT,Mike Johnston,103,
Governor,,Democratic Party,BOULDER,Mike Johnston,10631,
Governor,,Democratic Party,BROOMFIELD,Mike Johnston,1849,
Governor,,Democratic Party,CHAFFEE,Mike Johnston,662,
Governor,,Democratic Party,CHEYENNE,Mike Johnston,30,
Governor,,Democratic Party,CLEAR CREEK,Mike Johnston,291,
Governor,,Democratic Party,CONEJOS,Mike Johnston,282,
Governor,,Democratic Party,COSTILLA,Mike Johnston,306,
Governor,,Democratic Party,CROWLEY,Mike Johnston,50,
Governor,,Democratic Party,CUSTER,Mike Johnston,88,
Governor,,Democratic Party,DELTA,Mike Johnston,546,
Governor,,Democratic Party,DENVER,Mike Johnston,34875,
Governor,,Democratic Party,DOLORES,Mike Johnston,45,
Governor,,Democratic Party,DOUGLAS,Mike Johnston,8375,
Governor,,Democratic Party,EAGLE,Mike Johnston,2447,
Governor,,Democratic Party,EL PASO,Mike Johnston,10085,
Governor,,Democratic Party,ELBERT,Mike Johnston,369,
Governor,,Democratic Party,FREMONT,Mike Johnston,558,
Governor,,Democratic Party,GARFIELD,Mike Johnston,1469,
Governor,,Democratic Party,GILPIN,Mike Johnston,120,
Governor,,Democratic Party,GRAND,Mike Johnston,262,
Governor,,Democratic Party,GUNNISON,Mike Johnston,430,
Governor,,Democratic Party,HINSDALE,Mike Johnston,25,
Governor,,Democratic Party,HUERFANO,Mike Johnston,261,
Governor,,Democratic Party,JACKSON,Mike Johnston,15,
Governor,,Democratic Party,JEFFERSON,Mike Johnston,19443,
Governor,,Democratic Party,KIOWA,Mike Johnston,17,
Governor,,Democratic Party,KIT CARSON,Mike Johnston,90,
Governor,,Democratic Party,LA PLATA,Mike Johnston,994,
Governor,,Democratic Party,LAKE,Mike Johnston,252,
Governor,,Democratic Party,LARIMER,Mike Johnston,6577,
Governor,,Democratic Party,LAS ANIMAS,Mike Johnston,440,
Governor,,Democratic Party,LINCOLN,Mike Johnston,62,
Governor,,Democratic Party,LOGAN,Mike Johnston,289,
Governor,,Democratic Party,MESA,Mike Johnston,3268,
Governor,,Democratic Party,MINERAL,Mike Johnston,84,
Governor,,Democratic Party,MOFFAT,Mike Johnston,103,
Governor,,Democratic Party,MONTEZUMA,Mike Johnston,439,
Governor,,Democratic Party,MONTROSE,Mike Johnston,807,
Governor,,Democratic Party,MORGAN,Mike Johnston,357,
Governor,,Democratic Party,OTERO,Mike Johnston,331,
Governor,,Democratic Party,OURAY,Mike Johnston,188,
Governor,,Democratic Party,PARK,Mike Johnston,351,
Governor,,Democratic Party,PHILLIPS,Mike Johnston,64,
Governor,,Democratic Party,PITKIN,Mike Johnston,641,
Governor,,Democratic Party,PROWERS,Mike Johnston,176,
Governor,,Democratic Party,PUEBLO,Mike Johnston,4521,
Governor,,Democratic Party,RIO BLANCO,Mike Johnston,62,
Governor,,Democratic Party,RIO GRANDE,Mike Johnston,252,
Governor,,Democratic Party,ROUTT,Mike Johnston,781,
Governor,,Democratic Party,SAGUACHE,Mike Johnston,161,
Governor,,Democratic Party,SAN JUAN,Mike Johnston,21,
Governor,,Democratic Party,SAN MIGUEL,Mike Johnston,298,
Governor,,Democratic Party,SEDGWICK,Mike Johnston,39,
Governor,,Democratic Party,SUMMIT,Mike Johnston,642,
Governor,,Democratic Party,TELLER,Mike Johnston,361,
Governor,,Democratic Party,WASHINGTON,Mike Johnston,37,
Governor,,Democratic Party,WELD,Mike Johnston,4068,
Governor,,Democratic Party,YUMA,Mike Johnston,115,
Governor,,Republican Party,ADAMS,Walker Stapleton,13416,
Governor,,Republican Party,ALAMOSA,Walker Stapleton,696,
Governor,,Republican Party,ARAPAHOE,Walker Stapleton,24092,
Governor,,Republican Party,ARCHULETA,Walker Stapleton,773,
Governor,,Republican Party,BACA,Walker Stapleton,432,
Governor,,Republican Party,BENT,Walker Stapleton,243,
Governor,,Republican Party,BOULDER,Walker Stapleton,8562,
Governor,,Republican Party,BROOMFIELD,Walker Stapleton,3111,
Governor,,Republican Party,CHAFFEE,Walker Stapleton,932,
Governor,,Republican Party,CHEYENNE,Walker Stapleton,197,
Governor,,Republican Party,CLEAR CREEK,Walker Stapleton,522,
Governor,,Republican Party,CONEJOS,Walker Stapleton,399,
Governor,,Republican Party,COSTILLA,Walker Stapleton,64,
Governor,,Republican Party,CROWLEY,Walker Stapleton,241,
Governor,,Republican Party,CUSTER,Walker Stapleton,536,
Governor,,Republican Party,DELTA,Walker Stapleton,2048,
Governor,,Republican Party,DENVER,Walker Stapleton,11987,
Governor,,Republican Party,DOLORES,Walker Stapleton,237,
Governor,,Republican Party,DOUGLAS,Walker Stapleton,19234,
Governor,,Republican Party,EAGLE,Walker Stapleton,1349,
Governor,,Republican Party,EL PASO,Walker Stapleton,41860,
Governor,,Republican Party,ELBERT,Walker Stapleton,2567,
Governor,,Republican Party,FREMONT,Walker Stapleton,2842,
Governor,,Republican Party,GARFIELD,Walker Stapleton,2455,
Governor,,Republican Party,GILPIN,Walker Stapleton,316,
Governor,,Republican Party,GRAND,Walker Stapleton,779,
Governor,,Republican Party,GUNNISON,Walker Stapleton,489,
Governor,,Republican Party,HINSDALE,Walker Stapleton,134,
Governor,,Republican Party,HUERFANO,Walker Stapleton,318,
Governor,,Republican Party,JACKSON,Walker Stapleton,247,
Governor,,Republican Party,JEFFERSON,Walker Stapleton,28093,
Governor,,Republican Party,KIOWA,Walker Stapleton,166,
Governor,,Republican Party,KIT CARSON,Walker Stapleton,586,
Governor,,Republican Party,LA PLATA,Walker Stapleton,1701,
Governor,,Republican Party,LAKE,Walker Stapleton,112,
Governor,,Republican Party,LARIMER,Walker Stapleton,17044,
Governor,,Republican Party,LAS ANIMAS,Walker Stapleton,519,
Governor,,Republican Party,LINCOLN,Walker Stapleton,367,
Governor,,Republican Party,LOGAN,Walker Stapleton,1864,
Governor,,Republican Party,MESA,Walker Stapleton,11027,
Governor,,Republican Party,MINERAL,Walker Stapleton,67,
Governor,,Republican Party,MOFFAT,Walker Stapleton,1123,
Governor,,Republican Party,MONTEZUMA,Walker Stapleton,1242,
Governor,,Republican Party,MONTROSE,Walker Stapleton,3114,
Governor,,Republican Party,MORGAN,Walker Stapleton,1524,
Governor,,Republican Party,OTERO,Walker Stapleton,1046,
Governor,,Republican Party,OURAY,Walker Stapleton,289,
Governor,,Republican Party,PARK,Walker Stapleton,1267,
Governor,,Republican Party,PHILLIPS,Walker Stapleton,434,
Governor,,Republican Party,PITKIN,Walker Stapleton,428,
Governor,,Republican Party,PROWERS,Walker Stapleton,813,
Governor,,Republican Party,PUEBLO,Walker Stapleton,5381,
Governor,,Republican Party,RIO BLANCO,Walker Stapleton,684,
Governor,,Republican Party,RIO GRANDE,Walker Stapleton,790,
Governor,,Republican Party,ROUTT,Walker Stapleton,935,
Governor,,Republican Party,SAGUACHE,Walker Stapleton,213,
Governor,,Republican Party,SAN JUAN,Walker Stapleton,12,
Governor,,Republican Party,SAN MIGUEL,Walker Stapleton,149,
Governor,,Republican Party,SEDGWICK,Walker Stapleton,230,
Governor,,Republican Party,SUMMIT,Walker Stapleton,862,
Governor,,Republican Party,TELLER,Walker Stapleton,1761,
Governor,,Republican Party,WASHINGTON,Walker Stapleton,658,
Governor,,Republican Party,WELD,Walker Stapleton,13236,
Governor,,Republican Party,YUMA,Walker Stapleton,1046,
Governor,,Republican Party,ADAMS,Greg Lopez,3376,
Governor,,Republican Party,ALAMOSA,Greg Lopez,238,
Governor,,Republican Party,ARAPAHOE,Greg Lopez,5920,
Governor,,Republican Party,ARCHULETA,Greg Lopez,324,
Governor,,Republican Party,BACA,Greg Lopez,130,
Governor,,Republican Party,BENT,Greg Lopez,103,
Governor,,Republican Party,BOULDER,Greg Lopez,1890,
Governor,,Republican Party,BROOMFIELD,Greg Lopez,692,
Governor,,Republican Party,CHAFFEE,Greg Lopez,358,
Governor,,Republican Party,CHEYENNE,Greg Lopez,107,
Governor,,Republican Party,CLEAR CREEK,Greg Lopez,116,
Governor,,Republican Party,CONEJOS,Greg Lopez,210,
Governor,,Republican Party,COSTILLA,Greg Lopez,28,
Governor,,Republican Party,CROWLEY,Greg Lopez,178,
Governor,,Republican Party,CUSTER,Greg Lopez,380,
Governor,,Republican Party,DELTA,Greg Lopez,566,
Governor,,Republican Party,DENVER,Greg Lopez,3228,
Governor,,Republican Party,DOLORES,Greg Lopez,55,
Governor,,Republican Party,DOUGLAS,Greg Lopez,5278,
Governor,,Republican Party,EAGLE,Greg Lopez,281,
Governor,,Republican Party,EL PASO,Greg Lopez,13045,
Governor,,Republican Party,ELBERT,Greg Lopez,1169,
Governor,,Republican Party,FREMONT,Greg Lopez,1226,
Governor,,Republican Party,GARFIELD,Greg Lopez,467,
Governor,,Republican Party,GILPIN,Greg Lopez,58,
Governor,,Republican Party,GRAND,Greg Lopez,259,
Governor,,Republican Party,GUNNISON,Greg Lopez,161,
Governor,,Republican Party,HINSDALE,Greg Lopez,41,
Governor,,Republican Party,HUERFANO,Greg Lopez,136,
Governor,,Republican Party,JACKSON,Greg Lopez,56,
Governor,,Republican Party,JEFFERSON,Greg Lopez,7597,
Governor,,Republican Party,KIOWA,Greg Lopez,77,
Governor,,Republican Party,KIT CARSON,Greg Lopez,153,
Governor,,Republican Party,LA PLATA,Greg Lopez,591,
Governor,,Republican Party,LAKE,Greg Lopez,44,
Governor,,Republican Party,LARIMER,Greg Lopez,4171,
Governor,,Republican Party,LAS ANIMAS,Greg Lopez,247,
Governor,,Republican Party,LINCOLN,Greg Lopez,230,
Governor,,Republican Party,LOGAN,Greg Lopez,485,
Governor,,Republican Party,MESA,Greg Lopez,2387,
Governor,,Republican Party,MINERAL,Greg Lopez,21,
Governor,,Republican Party,MOFFAT,Greg Lopez,294,
Governor,,Republican Party,MONTEZUMA,Greg Lopez,442,
Governor,,Republican Party,MONTROSE,Greg Lopez,918,
Governor,,Republican Party,MORGAN,Greg Lopez,498,
Governor,,Republican Party,OTERO,Greg Lopez,407,
Governor,,Republican Party,OURAY,Greg Lopez,85,
Governor,,Republican Party,PARK,Greg Lopez,566,
Governor,,Republican Party,PHILLIPS,Greg Lopez,151,
Governor,,Republican Party,PITKIN,Greg Lopez,52,
Governor,,Republican Party,PROWERS,Greg Lopez,241,
Governor,,Republican Party,PUEBLO,Greg Lopez,1389,
Governor,,Republican Party,RIO BLANCO,Greg Lopez,132,
Governor,,Republican Party,RIO GRANDE,Greg Lopez,234,
Governor,,Republican Party,ROUTT,Greg Lopez,198,
Governor,,Republican Party,SAGUACHE,Greg Lopez,80,
Governor,,Republican Party,SAN JUAN,Greg Lopez,17,
Governor,,Republican Party,SAN MIGUEL,Greg Lopez,38,
Governor,,Republican Party,SEDGWICK,Greg Lopez,48,
Governor,,Republican Party,SUMMIT,Greg Lopez,203,
Governor,,Republican Party,TELLER,Greg Lopez,912,
Governor,,Republican Party,WASHINGTON,Greg Lopez,165,
Governor,,Republican Party,WELD,Greg Lopez,3023,
Governor,,Republican Party,YUMA,Greg Lopez,260,
Governor,,Republican Party,ADAMS,Doug Robinson,2260,
Governor,,Republican Party,ALAMOSA,Doug Robinson,164,
Governor,,Republican Party,ARAPAHOE,Doug Robinson,4947,
Governor,,Republican Party,ARCHULETA,Doug Robinson,161,
Governor,,Republican Party,BACA,Doug Robinson,133,
Governor,,Republican Party,BENT,Doug Robinson,40,
Governor,,Republican Party,BOULDER,Doug Robinson,1628,
Governor,,Republican Party,BROOMFIELD,Doug Robinson,709,
Governor,,Republican Party,CHAFFEE,Doug Robinson,218,
Governor,,Republican Party,CHEYENNE,Doug Robinson,51,
Governor,,Republican Party,CLEAR CREEK,Doug Robinson,89,
Governor,,Republican Party,CONEJOS,Doug Robinson,173,
Governor,,Republican Party,COSTILLA,Doug Robinson,13,
Governor,,Republican Party,CROWLEY,Doug Robinson,42,
Governor,,Republican Party,CUSTER,Doug Robinson,84,
Governor,,Republican Party,DELTA,Doug Robinson,357,
Governor,,Republican Party,DENVER,Doug Robinson,2720,
Governor,,Republican Party,DOLORES,Doug Robinson,63,
Governor,,Republican Party,DOUGLAS,Doug Robinson,3633,
Governor,,Republican Party,EAGLE,Doug Robinson,263,
Governor,,Republican Party,EL PASO,Doug Robinson,6176,
Governor,,Republican Party,ELBERT,Doug Robinson,388,
Governor,,Republican Party,FREMONT,Doug Robinson,648,
Governor,,Republican Party,GARFIELD,Doug Robinson,455,
Governor,,Republican Party,GILPIN,Doug Robinson,38,
Governor,,Republican Party,GRAND,Doug Robinson,164,
Governor,,Republican Party,GUNNISON,Doug Robinson,90,
Governor,,Republican Party,HINSDALE,Doug Robinson,21,
Governor,,Republican Party,HUERFANO,Doug Robinson,58,
Governor,,Republican Party,JACKSON,Doug Robinson,39,
Governor,,Republican Party,JEFFERSON,Doug Robinson,5285,
Governor,,Republican Party,KIOWA,Doug Robinson,19,
Governor,,Republican Party,KIT CARSON,Doug Robinson,81,
Governor,,Republican Party,LA PLATA,Doug Robinson,442,
Governor,,Republican Party,LAKE,Doug Robinson,21,
Governor,,Republican Party,LARIMER,Doug Robinson,3217,
Governor,,Republican Party,LAS ANIMAS,Doug Robinson,110,
Governor,,Republican Party,LINCOLN,Doug Robinson,63,
Governor,,Republican Party,LOGAN,Doug Robinson,476,
Governor,,Republican Party,MESA,Doug Robinson,2927,
Governor,,Republican Party,MINERAL,Doug Robinson,13,
Governor,,Republican Party,MOFFAT,Doug Robinson,238,
Governor,,Republican Party,MONTEZUMA,Doug Robinson,383,
Governor,,Republican Party,MONTROSE,Doug Robinson,858,
Governor,,Republican Party,MORGAN,Doug Robinson,239,
Governor,,Republican Party,OTERO,Doug Robinson,230,
Governor,,Republican Party,OURAY,Doug Robinson,51,
Governor,,Republican Party,PARK,Doug Robinson,306,
Governor,,Republican Party,PHILLIPS,Doug Robinson,100,
Governor,,Republican Party,PITKIN,Doug Robinson,84,
Governor,,Republican Party,PROWERS,Doug Robinson,114,
Governor,,Republican Party,PUEBLO,Doug Robinson,975,
Governor,,Republican Party,RIO BLANCO,Doug Robinson,119,
Governor,,Republican Party,RIO GRANDE,Doug Robinson,146,
Governor,,Republican Party,ROUTT,Doug Robinson,173,
Governor,,Republican Party,SAGUACHE,Doug Robinson,31,
Governor,,Republican Party,SAN JUAN,Doug Robinson,1,
Governor,,Republican Party,SAN MIGUEL,Doug Robinson,31,
Governor,,Republican Party,SEDGWICK,Doug Robinson,37,
Governor,,Republican Party,SUMMIT,Doug Robinson,163,
Governor,,Republican Party,TELLER,Doug Robinson,262,
Governor,,Republican Party,WASHINGTON,Doug Robinson,98,
Governor,,Republican Party,WELD,Doug Robinson,1975,
Governor,,Republican Party,YUMA,Doug Robinson,234,
Governor,,Republican Party,ADAMS,Victor Mitchell,8287,
Governor,,Republican Party,ALAMOSA,Victor Mitchell,403,
Governor,,Republican Party,ARAPAHOE,Victor Mitchell,13947,
Governor,,Republican Party,ARCHULETA,Victor Mitchell,688,
Governor,,Republican Party,BACA,Victor Mitchell,408,
Governor,,Republican Party,BENT,Victor Mitchell,209,
Governor,,Republican Party,BOULDER,Victor Mitchell,4484,
Governor,,Republican Party,BROOMFIELD,Victor Mitchell,1749,
Governor,,Republican Party,CHAFFEE,Victor Mitchell,1180,
Governor,,Republican Party,CHEYENNE,Victor Mitchell,244,
Governor,,Republican Party,CLEAR CREEK,Victor Mitchell,257,
Governor,,Republican Party,CONEJOS,Victor Mitchell,301,
Governor,,Republican Party,COSTILLA,Victor Mitchell,75,
Governor,,Republican Party,CROWLEY,Victor Mitchell,162,
Governor,,Republican Party,CUSTER,Victor Mitchell,389,
Governor,,Republican Party,DELTA,Victor Mitchell,1960,
Governor,,Republican Party,DENVER,Victor Mitchell,6324,
Governor,,Republican Party,DOLORES,Victor Mitchell,253,
Governor,,Republican Party,DOUGLAS,Victor Mitchell,12457,
Governor,,Republican Party,EAGLE,Victor Mitchell,662,
Governor,,Republican Party,EL PASO,Victor Mitchell,26437,
Governor,,Republican Party,ELBERT,Victor Mitchell,2087,
Governor,,Republican Party,FREMONT,Victor Mitchell,3403,
Governor,,Republican Party,GARFIELD,Victor Mitchell,1288,
Governor,,Republican Party,GILPIN,Victor Mitchell,169,
Governor,,Republican Party,GRAND,Victor Mitchell,721,
Governor,,Republican Party,GUNNISON,Victor Mitchell,410,
Governor,,Republican Party,HINSDALE,Victor Mitchell,61,
Governor,,Republican Party,HUERFANO,Victor Mitchell,239,
Governor,,Republican Party,JACKSON,Victor Mitchell,127,
Governor,,Republican Party,JEFFERSON,Victor Mitchell,16576,
Governor,,Republican Party,KIOWA,Victor Mitchell,138,
Governor,,Republican Party,KIT CARSON,Victor Mitchell,570,
Governor,,Republican Party,LA PLATA,Victor Mitchell,1210,
Governor,,Republican Party,LAKE,Victor Mitchell,136,
Governor,,Republican Party,LARIMER,Victor Mitchell,8025,
Governor,,Republican Party,LAS ANIMAS,Victor Mitchell,416,
Governor,,Republican Party,LINCOLN,Victor Mitchell,335,
Governor,,Republican Party,LOGAN,Victor Mitchell,1568,
Governor,,Republican Party,MESA,Victor Mitchell,5701,
Governor,,Republican Party,MINERAL,Victor Mitchell,59,
Governor,,Republican Party,MOFFAT,Victor Mitchell,1023,
Governor,,Republican Party,MONTEZUMA,Victor Mitchell,999,
Governor,,Republican Party,MONTROSE,Victor Mitchell,2402,
Governor,,Republican Party,MORGAN,Victor Mitchell,1271,
Governor,,Republican Party,OTERO,Victor Mitchell,823,
Governor,,Republican Party,OURAY,Victor Mitchell,247,
Governor,,Republican Party,PARK,Victor Mitchell,1426,
Governor,,Republican Party,PHILLIPS,Victor Mitchell,474,
Governor,,Republican Party,PITKIN,Victor Mitchell,115,
Governor,,Republican Party,PROWERS,Victor Mitchell,703,
Governor,,Republican Party,PUEBLO,Victor Mitchell,3963,
Governor,,Republican Party,RIO BLANCO,Victor Mitchell,464,
Governor,,Republican Party,RIO GRANDE,Victor Mitchell,565,
Governor,,Republican Party,ROUTT,Victor Mitchell,517,
Governor,,Republican Party,SAGUACHE,Victor Mitchell,148,
Governor,,Republican Party,SAN JUAN,Victor Mitchell,24,
Governor,,Republican Party,SAN MIGUEL,Victor Mitchell,81,
Governor,,Republican Party,SEDGWICK,Victor Mitchell,192,
Governor,,Republican Party,SUMMIT,Victor Mitchell,380,
Governor,,Republican Party,TELLER,Victor Mitchell,1604,
Governor,,Republican Party,WASHINGTON,Victor Mitchell,555,
Governor,,Republican Party,WELD,Victor Mitchell,8512,
Governor,,Republican Party,YUMA,Victor Mitchell,982,
Secretary of State,,Democratic Party,ADAMS,Jena Griswold,34367,
Secretary of State,,Democratic Party,ALAMOSA,Jena Griswold,1265,
Secretary of State,,Democratic Party,ARAPAHOE,Jena Griswold,55764,
Secretary of State,,Democratic Party,ARCHULETA,Jena Griswold,911,
Secretary of State,,Democratic Party,BACA,Jena Griswold,202,
Secretary of State,,Democratic Party,BENT,Jena Griswold,341,
Secretary of State,,Democratic Party,BOULDER,Jena Griswold,49940,
Secretary of State,,Democratic Party,BROOMFIELD,Jena Griswold,8646,
Secretary of State,,Democratic Party,CHAFFEE,Jena Griswold,2224,
Secretary of State,,Democratic Party,CHEYENNE,Jena Griswold,51,
Secretary of State,,Democratic Party,CLEAR CREEK,Jena Griswold,1213,
Secretary of State,,Democratic Party,CONEJOS,Jena Griswold,841,
Secretary of State,,Democratic Party,COSTILLA,Jena Griswold,867,
Secretary of State,,Democratic Party,CROWLEY,Jena Griswold,188,
Secretary of State,,Democratic Party,CUSTER,Jena Griswold,345,
Secretary of State,,Democratic Party,DELTA,Jena Griswold,1926,
Secretary of State,,Democratic Party,DENVER,Jena Griswold,102156,
Secretary of State,,Democratic Party,DOLORES,Jena Griswold,113,
Secretary of State,,Democratic Party,DOUGLAS,Jena Griswold,22976,
Secretary of State,,Democratic Party,EAGLE,Jena Griswold,4038,
Secretary of State,,Democratic Party,EL PASO,Jena Griswold,38876,
Secretary of State,,Democratic Party,ELBERT,Jena Griswold,1222,
Secretary of State,,Democratic Party,FREMONT,Jena Griswold,2491,
Secretary of State,,Democratic Party,GARFIELD,Jena Griswold,3961,
Secretary of State,,Democratic Party,GILPIN,Jena Griswold,729,
Secretary of State,,Democratic Party,GRAND,Jena Griswold,1183,
Secretary of State,,Democratic Party,GUNNISON,Jena Griswold,1559,
Secretary of State,,Democratic Party,HINSDALE,Jena Griswold,45,
Secretary of State,,Democratic Party,HUERFANO,Jena Griswold,981,
Secretary of State,,Democratic Party,JACKSON,Jena Griswold,50,
Secretary of State,,Democratic Party,JEFFERSON,Jena Griswold,65942,
Secretary of State,,Democratic Party,KIOWA,Jena Griswold,58,
Secretary of State,,Democratic Party,KIT CARSON,Jena Griswold,209,
Secretary of State,,Democratic Party,LA PLATA,Jena Griswold,5009,
Secretary of State,,Democratic Party,LAKE,Jena Griswold,659,
Secretary of State,,Democratic Party,LARIMER,Jena Griswold,35161,
Secretary of State,,Democratic Party,LAS ANIMAS,Jena Griswold,1725,
Secretary of State,,Democratic Party,LINCOLN,Jena Griswold,159,
Secretary of State,,Democratic Party,LOGAN,Jena Griswold,818,
Secretary of State,,Democratic Party,MESA,Jena Griswold,9007,
Secretary of State,,Democratic Party,MINERAL,Jena Griswold,175,
Secretary of State,,Democratic Party,MOFFAT,Jena Griswold,332,
Secretary of State,,Democratic Party,MONTEZUMA,Jena Griswold,1695,
Secretary of State,,Democratic Party,MONTROSE,Jena Griswold,2075,
Secretary of State,,Democratic Party,MORGAN,Jena Griswold,1119,
Secretary of State,,Democratic Party,OTERO,Jena Griswold,1392,
Secretary of State,,Democratic Party,OURAY,Jena Griswold,672,
Secretary of State,,Democratic Party,PARK,Jena Griswold,1230,
Secretary of State,,Democratic Party,PHILLIPS,Jena Griswold,141,
Secretary of State,,Democratic Party,PITKIN,Jena Griswold,2169,
Secretary of State,,Democratic Party,PROWERS,Jena Griswold,486,
Secretary of State,,Democratic Party,PUEBLO,Jena Griswold,16425,
Secretary of State,,Democratic Party,RIO BLANCO,Jena Griswold,142,
Secretary of State,,Democratic Party,RIO GRANDE,Jena Griswold,773,
Secretary of State,,Democratic Party,ROUTT,Jena Griswold,2360,
Secretary of State,,Democratic Party,SAGUACHE,Jena Griswold,601,
Secretary of State,,Democratic Party,SAN JUAN,Jena Griswold,75,
Secretary of State,,Democratic Party,SAN MIGUEL,Jena Griswold,1040,
Secretary of State,,Democratic Party,SEDGWICK,Jena Griswold,116,
Secretary of State,,Democratic Party,SUMMIT,Jena Griswold,2873,
Secretary of State,,Democratic Party,TELLER,Jena Griswold,1509,
Secretary of State,,Democratic Party,WASHINGTON,Jena Griswold,112,
Secretary of State,,Democratic Party,WELD,Jena Griswold,14840,
Secretary of State,,Democratic Party,YUMA,Jena Griswold,333,
Secretary of State,,Republican Party,ADAMS,Wayne Williams,22599,
Secretary of State,,Republican Party,ALAMOSA,Wayne Williams,1285,
Secretary of State,,Republican Party,ARAPAHOE,Wayne Williams,41624,
Secretary of State,,Republican Party,ARCHULETA,Wayne Williams,1576,
Secretary of State,,Republican Party,BACA,Wayne Williams,891,
Secretary of State,,Republican Party,BENT,Wayne Williams,493,
Secretary of State,,Republican Party,BOULDER,Wayne Williams,13194,
Secretary of State,,Republican Party,BROOMFIELD,Wayne Williams,5223,
Secretary of State,,Republican Party,CHAFFEE,Wayne Williams,1996,
Secretary of State,,Republican Party,CHEYENNE,Wayne Williams,483,
Secretary of State,,Republican Party,CLEAR CREEK,Wayne Williams,800,
Secretary of State,,Republican Party,CONEJOS,Wayne Williams,949,
Secretary of State,,Republican Party,COSTILLA,Wayne Williams,163,
Secretary of State,,Republican Party,CROWLEY,Wayne Williams,521,
Secretary of State,,Republican Party,CUSTER,Wayne Williams,1057,
Secretary of State,,Republican Party,DELTA,Wayne Williams,4109,
Secretary of State,,Republican Party,DENVER,Wayne Williams,20324,
Secretary of State,,Republican Party,DOLORES,Wayne Williams,454,
Secretary of State,,Republican Party,DOUGLAS,Wayne Williams,33397,
Secretary of State,,Republican Party,EAGLE,Wayne Williams,1995,
Secretary of State,,Republican Party,EL PASO,Wayne Williams,70352,
Secretary of State,,Republican Party,ELBERT,Wayne Williams,5321,
Secretary of State,,Republican Party,FREMONT,Wayne Williams,6661,
Secretary of State,,Republican Party,GARFIELD,Wayne Williams,3798,
Secretary of State,,Republican Party,GILPIN,Wayne Williams,471,
Secretary of State,,Republican Party,GRAND,Wayne Williams,1379,
Secretary of State,,Republican Party,GUNNISON,Wayne Williams,897,
Secretary of State,,Republican Party,HINSDALE,Wayne Williams,174,
Secretary of State,,Republican Party,HUERFANO,Wayne Williams,622,
Secretary of State,,Republican Party,JACKSON,Wayne Williams,346,
Secretary of State,,Republican Party,JEFFERSON,Wayne Williams,47874,
Secretary of State,,Republican Party,KIOWA,Wayne Williams,324,
Secretary of State,,Republican Party,KIT CARSON,Wayne Williams,1096,
Secretary of State,,Republican Party,LA PLATA,Wayne Williams,3452,
Secretary of State,,Republican Party,LAKE,Wayne Williams,250,
Secretary of State,,Republican Party,LARIMER,Wayne Williams,26742,
Secretary of State,,Republican Party,LAS ANIMAS,Wayne Williams,1083,
Secretary of State,,Republican Party,LINCOLN,Wayne Williams,811,
Secretary of State,,Republican Party,LOGAN,Wayne Williams,3581,
Secretary of State,,Republican Party,MESA,Wayne Williams,17935,
Secretary of State,,Republican Party,MINERAL,Wayne Williams,130,
Secretary of State,,Republican Party,MOFFAT,Wayne Williams,2207,
Secretary of State,,Republican Party,MONTEZUMA,Wayne Williams,2470,
Secretary of State,,Republican Party,MONTROSE,Wayne Williams,5532,
Secretary of State,,Republican Party,MORGAN,Wayne Williams,3079,
Secretary of State,,Republican Party,OTERO,Wayne Williams,2175,
Secretary of State,,Republican Party,OURAY,Wayne Williams,556,
Secretary of State,,Republican Party,PARK,Wayne Williams,2883,
